,1,6,cid,name
17741,C14988,Subham College of Education,C14988,Subham College of Education
17742,C41524,N.D.M.V.P.Samajs Arts & Commerce College,C41524,"N.D.M.V.P.Samajs College of Arts & Commerce College, Makhmalabad,Nashik"
17743,C14990,Measi College Of Education,C14990,MEASI College of Education
17744,C15105,Department Of Physical Education Shree Varshney College,C15105,"SHRI VARSHNEY COLLEGE,ALIGARH"
17745,C41525,BKPS College Of Architecture,C41525,"Bhartiya Kalaprasarini Sabhas College of Architecture,Pune"
17746,C14992,Esther College of Education,C14992,Esther College of Education
17747,C41528,Sangamner LAW college,C41528,"Shikshan Prasarak Sansthas Law College, Sangamner, Dist. Ahmednagar 422605"
17748,C14993,Bethany Navajeevan College of Education,C14993,Bethany Navajeevan College of Education
17749,C41533,KBH INSTITUTE OF MANAGEMENT AND RESEARCH MALEGAON CAMP,C41533,"M.G.Vidyamandirs K.B.H.Institute of Management and Research, Malegaon Camp,  Dist.Nashik 423105"
17750,C14994,ANAND COLLEGE OF EDUCATION,C14994,AGRA College of Education
17751,C34946,Govt. Govind Degree College Sebda,C34946,GOVT. GOVIND DEGREE COLLEGE SEBDA
17752,C14995,Sri Ramachandra University,C14995,Sri Ramachandira College of Education
17753,C15107,Ram Singh College of Engineering & Technology,C15107,"CAPTAN RAM SINGH DEGREE COLLEGE NAGLA RAM KUBIR,FIROZABAD"
17754,C14997,Velammal Engineering College,C14997,Velammal College of Education
17755,C41535,Shri Baneshwar College of Education,C41535,"Shri Baneshwar College of Education,Burhannagar, Ahmednagar"
17756,C14998,"SRI VENKATESWARA COLLEGE OF EDUCATION, KAZHUDUR",C14998,"Sri Vengateswara College of Education, Cuddalore"
17757,C41540,SGRS College of Pharmacy,C41540,"Pune District Education Associations Seth Govind Raghunath Sable College of Pharmacy, Saswad"
17758,C15109,"Jaswant Singh Bhadoriya Kanya Degree College, Mathura",C15109,"JASWANT SINGH BHADORIYA DEGREE COLLEGE, MATHURA"
17759,C34948,AS Degree College,C34948,AS DEGREE COLLEGE  KAILARAS
17760,C41541,Hutatma Rajguru Shikshan Prasarak Mandal,C41541,"Hutatma Rajguru Shikshan Prasarak Mandal, Arts, Science and Commerce College,Pune"
17761,C15,Amrut Mody School of Management AMSOM,C15,POST GRADUATE INSTITUTE OF MANAGEMENT - AMRUT MODY SCHOOL OF MANAGEMENT
17762,C34950,College of Life Sciences,C34950,"GOUTAM COLLEGE OF LIFE SCIENCE & TECHNOLOGY , DABRA"
17763,C150,Smt. R. D Gardi. B Pharmacy College,C150,"SMT R. D. GARDI B. PHARMACY COLLEGE, NYARA RAJKOT 263"
17764,C41543,M.G.Vidyamandirs Arts & Commerce College,C41543,"M.G.Vidyamandirs Arts & Commerce College, Surgana, Dist. Nashik 422211"
17765,C15111,Shri Lokmani Sharma Mahavidyalaya,C15111,SHRI LOKMANI SHARMA MAHAVIDYALAYA BHAGRA NOUGIL MATHURA
17766,C15000,Sudharsan College of Education,C15000,Sudharsan College of Education
17767,C15112,Shri Megh Singh Degree College,C15112,"SRI MEGH SINGH COLLEGE, AGRA"
17768,C15001,Koottalumoodu Arulmigu Bhadreshwari Devasthanam College of Education,C15001,Koottalumoodu Arulmigu Bhadreshwari     Devasthanam College of Education
17769,C15002,Sri Sundareswari College of Education,C15002,Sri Sundareswari College of Education
17770,C43899,Tamilnadu Institute Of Labour Studies,C43899,TAMIL NADU INSTITUTE OF LABOUR STUDIES
17771,C15113,Institute of Oriental Philosophy (IOP),C15113,"I.O.P VRINDAVAN,MATHURA"
17772,C43769,Oriental College Of Hotel Management,C43769,"Oriental College of Hotel Management & Culinary Arts, Vythiri"
17773,C439,Nirma University,C439,"Institute of Technology, Nirma University"
17774,C15004,Sri Bharathi College of Education,C15004,Sri Bharathi College of Education
17775,C43995,New Prince Shri Bhavani Arts and Science College,C43995,NEW PRINCE SHRI BHAVANI ARTS AND SCIENCE COLLEGE
17776,C15114,Dharm Jyoti Mahavidhyalaya,C15114,"DHARM JYOTI MAHAVIDYALAYA,TAHARPUR,IGLAS,ALIGARH"
17777,C43770,SRI SAI DEGREE COLLEGE,C43770,"Sri Sai Degree College, Repalle"
17778,C41783,Pune Vidyarthi Ghruhas Institute of Management,C41783,"Pune Vidyarthi Ghruhas Institute of Management, Dindori, Mhasrul, Dist.Nashik 422004"
17779,C43771,"N.S.S Engineering College, Palakkad",C43771,"NSS COLLEGE OF ENGINEERING, AKATHETHARA"
17780,C43900,Hindustan College of Arts & Science,C43900,HINDUSTAN COLLEGE OF ARTS AND SCIENCE
17781,C43996,Sir Theagaraya College,C43996,SIR THEAGARAYA COLLEGE
17782,C15008,Lisieux College Of Education,C15008,Lisieux College of Education
17783,C15116,Ch. Charn Singh Shivdan Singh Pg College Iglas Aligarh,C15116,"CH.CHARAN SINGH SHIVDAN SINGH COLLEGE,IGLAS,ALIGARH"
17784,C43901,"Rajeswari Vedachalam Government Arts College,chengalpet",C43901,RAJESWARI VEDACHALAM GOVT ARTS COLLEGE
17785,C15009,Avinasi Gounder Mariammal College of Education,C15009,Avinasi Gounder Mariammal College of  Education
17786,C43997,Asan Memorial College of Arts & Science,C43997,ASAN MEMORIAL COLLEGE OF ARTS AND SCIENCE
17787,C15117,Shri Bhagwan Shiv (P.G.) College,C15117,"SHRI BHAGWAN SHIV MAHAVIDYALAYA,UMMEDPUR ETAH"
17788,C43772,Mahatma College of Education,C43772,"Mahatma College of Education, Pandikot, Nileswar, Kasaragod"
17789,C15010,Bethlahem College of Education,C15010,Bethlahem College of Education
17790,C43998,Guru Nanak College,C43998,GURU NANAK COLLEGE
17791,C43902,Ethiraj College For Women,C43902,ETHIRAJ COLLEGE FOR WOMEN
17792,C43773,Lourde College of Nursing,C43773,"Lourde College of Nursing, Ariyil (P.O.), Taliparamba"
17793,C43903,Dharmamurthi Rao Bahadur Calavala Cunnan Chetty Hindu College,C43903,DRBCCC HINDU COLLEGE
17794,C15012,Ponmari College of Education,C15012,Ponmari College of Education
17795,C43999,University of Madras,C43999,University Of Madras Constituent College - Nemmili
17796,C15013,Ponjesly College of Engineering,C15013,Ponjesly college of Education
17797,C15120,ANAND COLLEGE OF EDUCATION,C15120,"ANAND COLLEGE OF EDUCATION KETHEM, AGRA"
17798,C15015,Padmavani Arts & Science College for Women,C15015,Padmavani College of Education
17799,C43775,College of Applied Science Neruvambram,C43775,College of Applied Science- Neruvambram-Payyanur
17800,C15016,New Millennium National College Of Education,C15016,New Millennium College of Education
17801,C43907,Patrician College of Arts and Science,C43907,PATRICIAN COLLEGE OF ARTS AND SCIENCE
17802,C44,Shantilal Shah Engineering College,C44,"SHANTILAL SHAH ENGINEERING COLLEGE ,BHAVNAGAR 043"
17803,C43776,Government Brennen Collage Of Teacher Education Thalassery,C43776,"Govt. Brennen College of Teacher Education, Thalassery"
17804,C34957,Madhav College,C34957,MADHAV VIDHI COLLEGE
17805,C440,"Institue Of Science, Nirma University",C440,"Institute of Science, Nirma University"
17806,C41784,"Rayat Shikshan Sanstha Maharaja Jivajirao Shinde Mahavidyalaya, Shrigonda",C41784,"Rayat Shikshan Santhas Maharaja Jivajirao Shinde Arts, Science & Commerce College, Shrigonda, Dist.Ahmednagar, 413701"
17807,C15017,K.S.Maniam College of Education,C15017,K.S. Maniam College of Education
17808,C42406,Shri Vinayak P.G. College,C42406,"VINAYAK GIRLS COLLEGE OF MANAGEMENT, KHAJURAHAT, FAIZABAD"
17809,C41785,C. D. Jain College of Commerce,C41785,"Rayat Shikshan Sansthas C.D.Jain College of Commerce, Shrirampur, Dist.Ahmednagar 413709"
17810,C42407,Madan Mohan Malviya Post Graduate College,C42407,"MADAN MOHAN MALVIYA P.G. COLLEGE, KALAKANKAR, PRATAPGARH"
17811,C15123,Rameshwari Devi Kanya Mahavidyalaya,C15123,"RAMESHWARI DEVI KANYA MAHAVIDYALAYA PATHOLI,AGRA"
17812,C41787,"Anantrao Thopte College, Bhor",C41787,"Raigad Dnyanpeeeths Anantrao Thopate College, Bhor, Dist. Pune"
17813,C15020,St. Grace Lilian College of Education,C15020,St. Grace Lilian College of Education
17814,C34959,Satguru Partap Singh Academy School,C34959,SPS ACADEMY
17815,C44000,C.S.I Ewart Women's Christian College,C44000,CSI EWARTS WOMENS CHRISTIAN COLLEGE
17816,C41788,Hutatma Rajguru Shikshan Prasarak Mandal,C41788,"Hutatma Rajguru Shikshan Prasarak Mandal, Law Collge,Pune"
17817,C41792,Rayat Shikshan Sanstha's Dada Patil Mahavidyalaya,C41792,"Rayat Shikshan Santhas Dada Patil Mahavidyalaya Arts, Science & Commerce Karjat, Dist.Ahmednagar,414402"
17818,C15021,Bethesda College of Education for Women,C15021,Bethesda College of Education
17819,C34961,Maharaja Mansingh College,C34961,MAHARAJA MANSINGH COLLEGE
17820,C43777,IHRD College Of Applied Science,C43777,"College of Applied Science , Pinarayi, Kannur"
17821,C41793,Suryadatta College Of Management Information Research & Technology (SCMIRT),C41793,"Suryadatta Education Foundations Suryadatta College of Management Information Research and Technology, Maharshi Karve Nagar, Pune 411005"
17822,C43909,Shri Shankarlal Sundarbai Shasun Jain College for Women,C43909,SSS JAIN COLLEGE FOR WOMEN
17823,C15127,Shri Lakshmi Devi Mahila Educational Institute,C15127,"SMT LAXMI DEVI MAHILLA EDUCATIONAL INSTITUTE SHAMSABAD,AGRA"
17824,C15023,Jayanthi College of Eductaion,C15023,Jayanthi College of Education
17825,C44001,Dhanraj Baid Jain College,C44001,DB JAIN COLLEGE
17826,C43778,"EK Nayanar Memorial Government College, Elerithattu",C43778,"E.K. Nayanar Memorial Govt. College, Elerithattu. Nileshwar"
17827,C43911,Anna Adarsh College for Women,C43911,ANNA ADARSH COLLEGE FOR WOMEN
17828,C15128,B.P. Singh Degree College,C15128,B.P SINGH DEGREE COLLEGE KILA ROAD ALIGANJ ETAH
17829,C41798,Samarth Shaikshanik Samajik Sanskrutik Pratishthan,C41798,"Samarth Shaikshnik Samajik & Sanskrutik Pratisthans Samarth Shikshanshastra Mahavidyalaya, Kakadenagar, Satpur, Dist.Nashik"
17830,C43912,Alpha Arts and Science College,C43912,ALPHA ARTS AND SCIENCE COLLEGE
17831,C43779,Pariyaram Medical College,C43779,"Pariyaram Dental College, A.C.M.E. , Pariyaram, Kannur"
17832,C41799,"Navjeevan Institute of Management, Nashik",C41799,"Navjeevan Education Societys Institute of Management, Shivajinagar, CIDCO, 4th Scheme, Nashik 422009"
17833,C15025,Annai Theresa College of Education for Women,C15025,Annai Theresas College of Education for Women
17834,C44003,Sanskrit College,C44003,THE MADRAS SANSKRIT COLLEGE AND SSV PATASALA
17835,C43913,St. Thomas College Of Arts And Science,C43913,ST THOMAS COLLEGE OF ARTS AND SCIENCE
17836,C43780,M G Arts and Science College,C43780,"Mahatma Gandhi Arts & Science College, Chendayad-PO"
17837,C15130,Baba Kanhaiya Mahavidyalaya,C15130,"BABA KANHAIYA MAHAVIDYALAYA, GHARI KOLAHAR, MATHURA"
17838,C15028,Servite College Of Education for Women,C15028,Servite College of Education for Women
17839,ST14737,Sharda School of Pharmacy,ST14737,"SHARDA INSTITUTE OF NURSING, PETHAPUR"
17840,C44005,Pachaiyappa’s College for Men,C44005,PACHAIYAPPAS COLLEGE FOR MEN
17841,C34963,MGM College of Engineering,C34963,MGM COLLEGE
17842,C43916,Pachaiyappa's College,C43916,PACHAIYAPPAS COLLEGE CHENNAI
17843,C41800,"Arihant College of Arts, Commerce & Science",C41800,"Arihant Education Foundations Arts,Science & Commerce College, Pune"
17844,C44006,Loyola College,C44006,LOYOLA COLLEGE
17845,C42413,Kalawati Girls Degree College,C42413,"KALAWATI GIRLS MAHAVIDYALAYA, SHAHPUR LAPTA, SULTANPUR"
17846,C15029,Dr.Vellasamy Nadar College of Education,C15029,Dr. Vellasamy Nadar College of Education
17847,C43781,Peoples Co-Operative Arts and Science College,C43781,"Peoples Co-operative arts & Science College-Munnad, P.O. Munnad"
17848,C43917,M.O.P Vaishnav College for Women,C43917,MOP VAISHNAV COLLEGE FOR WOMEN
17849,C15030,P.S.V.COLLEGE OF EDUCATION,C15030,PSV College of Education
17850,C15134,Smt Bhudevi Mahavidyalaya,C15134,"SMT. BHUDEVI MAHAVIDYALAYA SHASTRI PURAM, AGRA"
17851,C43918,Guru Shree Shanthivijai Jain College For Women,C43918,GURU SHREE SHANTHI VIJAI JAIN COLLEGE FOR WOMEN
17852,ST14739,Shree Siddhi Vinayak Institute of Nursing,ST14739,"SIDDHI VINAYAK INSTITUE OF NURSING, DAKOR"
17853,C15032,Vellalar College of Education for WOmen,C15032,Vellalar College of Education for Women
17854,C42414,Kamla Prasad Singh Vidhi Mahavidyalaya,C42414,"KAMLA PRASAD SINGH MAHILA MAHAVIDYALAYA, MATHURA NAGAR, RAMGARH, SULTANPUR"
17855,C44007,Annai Veilankanni’s College of Arts and Science,C44007,ANNAI VEILANKANNIS COLLEGE OF ARTS AND SCIENCE
17856,C15135,Raja Balwant Singh Degree College,C15135,"R.C. SHARMA DEGREE COLLEGE, AGRA"
17857,C44008,Prince Shri Venkateshwara Arts and Science College,C44008,PRINCE SHRI VENKATESHWARA ARTS AND SCIENCE COLLEGE
17858,C15033,Angel’s College of Education,C15033,Angel College of Education
17859,C15136,Rajiv Academy For Technology And Management,C15136,"RAJEEV ACADEMY FOR TEACHER EDUCATION, MATHURA"
17860,C43782,Dr. Ambedkar College of Education,C43782,"Dr. Ambedkar College of Education, Sreesailam, Periye, Periye P.O., Kasaragod"
17861,C43919,Kanchi Shri Krishna College of Arts and Science,C43919,KANCHI SHRI KRISHNA COLLEGE OF ARTS AND SCIENCE
17862,C15137,Uttam Institute of Management Studies,C15137,"UTTAM INSTITUTE OF TECHNOLOGY & MANAGEMENT,RUNKATA,AGRA"
17863,C44009,Pachaiyappas Women College,C44009,PACHAIYAPPAS COLLEGE FOR WOMEN
17864,ST14741,Joitiba College Of Nursing,ST14741,"MEHSANA DISTRICT BANK SCHOOL OF NURSING, MEHSANA"
17865,C43920,Thirumurugan Arts And Science College For Women,C43920,THIRUMURUGAN ARTS AND SCIENCE COLLEGE
17866,C41803,"Arts And Commerce College, Chakan",C41803,"Chakan Shikshan Mandals C.S.M. College of Arts, & Commerce,Pune"
17867,C43783,Nirmalagiri College,C43783,"Nirmalagiri College,PO-Nirmalagiri"
17868,C15138,Achal Homeopathic Center/Dr.R.P singh,C15138,"CH.BADAN SINGH MAHAVIDYALAYA G.T ROAD,ASHPUR,ETAH"
17869,C15035,Cosmopolitan College of Education,C15035,Cosmopolitan College of Education
17870,C34966,"Rishishwar College, Phoof",C34966,"RISHISHWAR COLLEGE , PHOOF"
17871,C41804,"Dr. Arvind B. Telang Senior College of Arts,Science and Commerce",C41804,"CAMP EDUCATION SOCIETY   DR. ARVIND B. TELANG SENIOR COLLEGE OF ARTS, SCIENCE & COMMERCE,NIGDI,PUNE-44 "
17872,ST14742,Saurashtra Kidney Research Institute,ST14742,"SAURASTRA KIDNEY INSTITUTE OF NURSING, RAJKOT"
17873,C42416,Shiv Savitri Mahavidyalaya,C42416,"SHIV SAVITRI MAHAVIDYALAYA, SARAI MUGHAL, FAIZABAD"
17874,C41805,Alard College of Pharmacy,C41805,"Alard Charitable Trusts Alard College of Pharmacy, Pune"
17875,C15036,Arunai College of Education,C15036,Arunai College of Education
17876,C43921,Presidency College,C43921,PRESIDENCY COLLEGE
17877,ST14743,THE FAIZ BRIGHT NURSING SCHOOL,ST14743,"THE FAIZ BRIGHT NURSING SCHOOL, VAKANER"
17878,C43784,Sree Narayana Guru College Of Engineering And Technology,C43784,"Sree Narayana Guru College of Engineering & Technology, P.O. Chalakode, Payyanur Kannur"
17879,C41806,Brahma Valley Institute of Management,C41806,"Brahma Valley Institute of Management, Anjaneri, Tryambakeshwar, Nashik"
17880,C15142,Shri Girraj Maharaj College,C15142,"SHRI GIRIRAJ MAHARAJ COLLEGE,MATHURA"
17881,C41808,"Ahmednagar Jilha Maratha Vidya Prasarak Samaj's, Takli Dhokeshwar College of Arts",C41808,"Ahmednagar Jilha Maratha Vidya Prasarak Samajs Takli Dhokeshwar College of Arts,Takli Dhokeshwar, Tal. Parner, Dist.Ahmednagar 414304"
17882,C43922,Mohamed Sathak College Of Arts And Science,C43922,MD SATHAK COLLEGE OF ARTS AND SCIENCE
17883,C43785,Mary Matha Arts & Science College,C43785,"Mary Matha Arts & Science College, P.O. Vemom, Mananthavady, Wayanad"
17884,C42418,Rajkiya Mahavidyalaya,C42418,"RAJKIYA MAHAVIDYALAYA, MAGRAURA, PRATAPGARH"
17885,C34968,Grantham Nursing College,C34968,GRANTHAM NURSING COLLEGE
17886,C41811,Abhinav Education Society's Law College,C41811,"Abhinav Education Societys College of Pharmacy, Pune"
17887,C15039,Divine College of Education,C15039,Divine College of Education
17888,C15147,Dheerendra Pal Singh Institute Of Higher Education Sindhiya Tiraha Agra Road Mainpuri,C15147,DHEERENDRA PAL SINGH INSTITUTE OF HIGHER EDUCATION AGRA ROAD MAINPURI
17889,ST14745,ARRDEKTA INSTITUTE OF BCA,ST14745,"EKTA SCHOOL OF NURSING, KHEDBRHMA"
17890,C44011,Chevalier T Thomas Elizabeth College for Women,C44011,CHEVALIER T THOMAS ELIZABETH COLLEGE FOR WOMEN
17891,C34969,Sant Kanwar Ram Girls Degree College,C34969,"SANT KANWARRAM GIRLS COLLEGE , DABRA"
17892,C15040,Shri V.P.R. College of Education,C15040,Shri V.P.R. College of Education
17893,C15150,Salasar Institute Of Education,C15150,"SALASAR INSTITUTE OF EDUCATION DAYAL BAGH, AGRA"
17894,C41812,"AIMS, Baramati",C41812,"Anekant Education Societys Anekant Institute of Management Studies, C o. Tuljaram Chaturchand College Campus, Baramati, Dist. Pune 413102"
17895,C43786,People Institute of Management Studies,C43786,"People Institute of Management Studies, Munnad, Kasaragod"
17896,C15041,SRV College of Education,C15041,SRV College of Education
17897,C43923,Ramakrishna Mission Vivekananda College,C43923,RAMAKRISHNA MISSION VIVEKANANDA COLLEGE
17898,C44012,Agurchand Manmull Jain College,C44012,AM JAIN COLLEGE
17899,ST14746,Riddhi Education Campus,ST14746,"RIDDHI SCHOOL OF NURSING, HIMATNAGAR"
17900,C41813,Raja Shree Shivaraya Pratishthan's Maharashtra College of Science and Commerce,C41813,"Raja Shri Shivrai Pratishthans Maharashtra College of Science, Kothrud, Pune 38"
17901,C41814,Dr D Y Patil Institute of Management Studies (DYPIMS),C41814,"Dr. D.Y.Patil Pratishthans Dr.D.Y.Patil Institute of Management Studies, Akurdi, Pune 411044"
17902,C41816,"Pragnya College, Campus",C41816,"Pragnya Educational Trusts Pragnya College of Management & Computer Studies Village Handewadi, Tal Haveli, Dist Pune 28"
17903,C44013,VEL TECH RANGA SANKU ARTS COLLEGE,C44013,VEL TECH RANGA SANKU ARTS COLLEGE
17904,C15152,"Dev Education College,Barhan Agra",C15152,"DEV COLLEGE BARHAN ETMADPUR, AGRA"
17905,ST14749,Tirupati School Of Nursing,ST14749,"TIRUPATI SCHOOL OF NURSING, VADODARA"
17906,C41817,ICOER,C41817,"Jaywant Shikshan Prasarak Mandals Imperial College of Engineering and Research, Gat No. 720 (1 and 2), Pune Nagar Road, Wagholi, Pune  412 207."
17907,C15043,B N Jalan College Sisai,C15043,"B. N. J. College, Sisai"
17908,C43926,Mar Gregorios College of Arts,C43926,MAR GREGORIOS COLLEGE
17909,C15153,"CH. SURAJ SINGH MAHAVIDYALAYA, Jagir",C15153,CHAUDHARY SURAJ SINGH MAHAVIDYALAYA MAINPURI KUSUMARA ROAD JAGIR MAINPURI
17910,C42422,Nandini Nagar Mahavidyalaya,C42422,"NANDINI NAGAR MAHAVIDYALAYA, NAWABGANJ, GONDA"
17911,C41818,Padmabhooshan Vasantdada Patil Institute Of Technology,C41818,"The Shetkari Shikshan Mandals Padma Vasantdada Patil Institute of Technology, Bavdhan Khurd,Pune 38"
17912,ST1475,Carmel Polytechnic College,ST1475,CARMEL POLYTECHNIC COLLEGE
17913,C42423,Ganpat Sahai Post Graduate College Sultanpur,C42423,"GANPAT SAHAI P.G. COLLEGE, SULTANPUR"
17914,C41819,Kaveri College of Arts Science and Commerce,C41819,"Kannada Sangha's Pune College of Commerce, Ganeshnagar, Erandavane, Pune-411038"
17915,C42424,Shyam Baksh Singh P.G. Collage Haliyapur Sultanpur,C42424,"SHYAM BAKSH MAHAVIDYALAYA, HALIAPUR, SULTANPUR"
17916,C41820,Ira Education Society's College of Education,C41820,"Ira Education Societys College of Education Sr.No.149-2 Arvi, Tal:Haveli, Dist:Pune"
17917,C15155,SMD COLLEGE SUKH DEV BURJ AKOS MATHURA,C15155,"S.M.D. COLLEGE, MATHURA"
17918,C41823,"K.J.Somaiya College of Arts,Commerce & Science",C41823,"Kopargaon Taluka Education Societys K.J.Somaiya College of Arts,Commerce & Science College, Mohinirajnagar, Kopargaon, Dist.Ahmednagar 423601"
17919,ST14750,NIA National Insurance Academy Campus,ST14750,"NATIONAL INSURANCE ACADEMY, PUNE"
17920,C44015,Annai Therasa Arts & Science College,C44015,ANNAI THERESA ARTS AND SCIENCE COLLEGE
17921,C15046,St. Joseph's College Autonomous,C15046,St. Joseph College
17922,C15156,Deen Bandhu Deena Nath Mahvidhyalaya,C15156,"DEEN BANDHU DEENA NATH MAHAVIDYALAYA SHIV NAGAR ALIGANJ ROAD,ETAH"
17923,C34982,Shivnath Singh College,C34982,SHIVNATH SINGH COLLEGE OF NURSING
17924,C44018,"Nagpur Veterinary College, Nagpur",C44018,"Nagpur Veterinary College, Nagpur"
17925,C15157,KHAIR DEGREE COLLEGE,C15157,"GOVT. DEGREE COLLEGE, KHAIR ALIGARH"
17926,ST14752,Model Residential Polytechnic College,ST14752,"MODEL RESIDENTIAL POLYTECHNIC COLLEGE, KUZHALMANNAM, PALAKKAD"
17927,C15047,"Birsa College, Khunti",C15047,Birsa College
17928,C41825,B. D. kale Mahavidyala,C41825,"Ambegaon Taluka Vidya Vikas Mandals B.D.Kale Mahavidyalaya,Pune"
17929,C34983,VISM GROUP OF STUDIES,C34983,VIJAYARAJE INSTITUTE  OF SCIENCE & MANAGEMENT
17930,C34984,"Govt College, Lahar",C34984,GOVT. COLLEGE LAHAR
17931,C44019,College Of Fishery Science Nagpur,C44019,"College of Fishery Sciences, Nagpur"
17932,C43928,Apollo Arts & Science College,C43928,APOLLO ARTS AND SCIENCE COLLEGE
17933,C34987,"Gwalior Law College, Morar",C34987,GWALIOR LAW COLLEGE MORAR
17934,C44020,"DAIRY TECHNOLOGY COLLEGE,PUSAD",C44020,"College of Dairy Technology, Warud (Pusad)"
17935,C15048,P. P. K. College,C15048,"P. P. K. College, Bundu"
17936,C15159,Primary School Nagla Nand,C15159,"GOVT.DEGREE COLLEGE GONDA,IGLAS ALIGARH"
17937,C44021,Bombay Veterinary College,C44021,"Bombay Veterinary College, Mumbai"
17938,C34988,RK COLLEGE OF EDUCATION,C34988,"R.K. COLLEGE OF EDUCATION, ROHTAK"
17939,C41828,"Zeal Institute Of Business Administration, Computer Application & Research",C41828,"Zeal Education Societys Dnyanganga Institute of Career Empowerment and Research, Narhe, Pune 411041"
17940,C43788,WADIHUDA INSTITUTE OF RESEARCH AND ADVANCED STUDIES,C43788,"Wadihuda Institute of Research and Advanced Studies, Vilayancode, Kannur"
17941,C42429,Saryu Devi Mahavidyalaya,C42429,"SARYU DEVI MAHAVIDYALAYA, UDAIYADEEH, PRATAPGARH"
17942,C351,Government Polytechnic Hostel,C351,Government Polytechnic Ahmedabad 617 
17943,C41829,"Haribhai V. Desai College of Commerce, Arts and Science",C41829,"The Poona Gujrati Kelwani Mandals H.V.Desai Senior College of Arts, Science & Commerce ,Budhawar Peth,Pune 2"
17944,C34989,R.K COLLEGE OF EDUCATION,C34989,"R.K. COLLGE OF EDUCATION, GURGAON"
17945,C43930,Chennai National Arts and Science College,C43930,CHENNAI NATIONAL ARTS AND SCIENCE COLLEGE
17946,C41830,Modern College of Education,C41830,"Progressive Educational Societys Modern College of Education for Women, Shivajinagar, Pune 5"
17947,C15049,"Gossner College, Ranchi",C15049,Gossner College
17948,C43931,Stella Maris College,C43931,STELLA MARIS COLLEGE FOR WOMEN
17949,C15160,Gopal Dass Memorial Educational Institute,C15160,GOPAL DASS MEMO. EDUCATIONAL INSTT. AGRA
17950,ST14754,"Gandhi College of Pharmacy, Karnal",ST14754,"GANDHI COLLEGE OF PHARMACY, KARNAL"
17951,C41831,Pune Zilha Shikshan Mandals Law College,C41831,"Pune Zilha Shikshan Mandals Law College, Kharadi, Pune 14"
17952,C43932,Vidhya Sagar Women's College,C43932,VIDHYA SAGAR WOMENS COLLEGE
17953,C41832,"Wagheshwar Gram Vikas Pratishtan's Shri Vasantrao Pharate-Patil Arts, Commerce & Science College",C41832,"Shri Wagheshwar Gramvikas Pratishthan Sanchalit Shri Vasantrao Pharate Patil Arts, Commerce & Science College, Mandavgan Farata, Tal.Shirur, Dist. Pune 412211"
17954,ST14755,"Khandoli Institute of Technology, Giridih",ST14755,"KHANDOLI INSTITUTE OF TECHNOLOGY, GIRIDIH"
17955,C42431,Shri Ramtirth Chaudhary Mahavidhya,C42431,"SRI RAMTEERTH CHAUDHARY MAHAVIDYALAYA, BANGHUSRA, UTRAULA, BALRAMPUR"
17956,C41833,Kantilal Khinwasara School and B.Ed. College,C41833,"Bhartiya Dyanvardhini Sabhas Kantilal Khinwasara Education College,Pune"
17957,C43933,T.S.Narayanaswami College of Arts and Science,C43933,TS NARAYANASWAMI COLLEGE OF ARTS AND SCIENCE
17958,C15050,Doranda College Ranchi,C15050,Doranda College
17959,C43789,Government Brennen College,C43789,"Govt. Brennen College, Dharmadam,Thalassery,Kannur"
17960,C15163,Government Degree College Jalesar,C15163,"GOVT DEGREE COLLEGE,JALESAR ETAH"
17961,ST14756,Shri Ram Polytechnic,ST14756,"SANDIP FOUNDATION,SHRI RAM POLYTECHNIC, MADHUBANI"
17962,C15051,"Ranchi Women's College, Science Block",C15051,Ranchi Women's College
17963,C41835,Al Ameen College of Engineering And Management Studies,C41835,"Al-Ameen Educational & Medical Foundations College of Engineering, Pune"
17964,C34990,Shiksha Bharti College Of Education Sisoth Mohindergarh,C34990,"SHIKSHA BHARTI COLLEGE OF EDUCATION, MAHENDRAGARH"
17965,C42433,Shri Paramhans Shikshan Prashishan Sansthan,C42433,"SRI PARAMHANS SHIKSHAN PRASHIKSHAN SANSTHAN, MAHAVIDYALAYA, AYODHYA, FAIZABAD"
17966,ST14757,Vivekanand Inter College,ST14757,"VIVEKANAND GIRLS COLLEGE OF EDUCATION, DARBARA, BIJNOR"
17967,C34991,Arya College of Education,C34991,"ARYA COLLEGE OF EDUCATION, BHIWANI"
17968,C43934,Quaid-E-Millath Government College for Women (Autonomous),C43934,QUAID E MILLETH GOVT COLLEGE FOR WOMEN
17969,C15166,RN Degree College,C15166,R.N. DEGREE COLLEGE GILOYA ROAD ETAH
17970,C43790,Malik Deenar College of Pharmacy,C43790,"Malik Deenar College of Pharmacy, Seethangoli, Bela P.O., Kasaragod"
17971,C34992,ARYA COLLEGE OF EDUCATION,C34992,"ARYA COLLEGE OF EDUCATION, ROHTAK"
17972,ST14759,"Pandit Siyaram Sharma College Of Education, Birouli",ST14759,"PANDIT SIYARAM SHARMA COLLEGE OF EDUCATION, BIROULI, BULANDSHAHR"
17973,C15167,Chandanvan Group of Institutions,C15167,CHANDANVAN INSTITUTE OF EDUCATION MATHURA
17974,C41841,SIR DR.M.S. GOSAVI COLLEGE OF COMMERCE,C41841,"Gokhale Edcuation Societys  Sir Dr. M.S.Gosavi College of Commerce, Nashik 422005"
17975,C15053,S.K.Bage College,C15053,S. K. Bage College
