,1,6,cid,name
22731,C9695,"Government Naveen College, Khadgawan",C9695,"Govt. Navin College, Khadgawa"
22732,ST2397,Akal Polytechnic College,ST2397,"AKAL POLYTECHNIC COLLEGE, BARNALA"
22733,ST7450,District Institute Of Education And Training,ST7450,DISTRICT INSTITUTE OF EDUCATION AND TRAINING PUDUCHERRY
22734,ST12898,Cross school of nursing,ST12898,"CROSS SCHOOL OF NURSING, KANYAKUMARI"
22735,ST2398,AKLIA POLYTECHNIC COLLEGE,ST2398,"AKLIA POLYTECHNIC COLLEGE, BATHINDA"
22736,ST7452,Gowthami Teacher Training Institute,ST7452,GOWTHAMI INSTITUTE OF EDUCATION YANAM
22737,ST12899,Andavar School of Nursing,ST12899,"ANDAVAR SCHOOL OF NURSING, NAGAPATTINAM"
22738,C9697,"G.T.B College of Professional & Technical Education, Farhada",C9697,"G.T.B College of Professional & Technical Education, Farhada"
22739,C9698,Holy Cross Women's College Ambikapur,C9698,"Holy Cross Women's College, Ambikapu"
22740,ST2399,Aman Bhalla Polytechnic College,ST2399,"AMAN BHALLA POLYTECHNIC, PATHANKOT"
22741,ST1290,Government Polytechnic for Women,ST1290,GOVERNMENT WOMENS POLYTECHNIC HUBLI
22742,C97,Shree Swami Atmanand Saraswati Institute of Technology,C97,"Shri SWAMI ATMANAND SARASWATI INSTITUTE OF TECH., SURAT  076"
22743,ST2401,B.R. Mahendra Polytechnic College,ST2401,"B R MAHENDRA POLYTECHNIC, BATHINDA"
22744,C53754,"HASDEO INSTITUTE OF TECHNOLOGY, BIJURI",C53754,Bijuri Institute Of technology
22745,C970,V.M. Chandera Arts College,C970,"SMT V.M. CHANDERA ARTS & B.S.W. COLLEGE, LOEJ"
22746,ST2402,Baba Banda Singh Bahadur Global Polytechnic College,ST2402,"BABA BANDA SINGH BAHADUR GLOBAL POLYTECHNIC COLLEGE, MOGA"
22747,C9700,GTB College of Education,C9700,"G.T.B College of  Education, Farhada"
22748,ST12901,BPR School Of Nursing,ST12901,"BPR SCHOOL OF NURSING, VELLORE"
22749,ST2403,Baba Banda Singh Bahadur Polytechnic College,ST2403,"BABA BANDA SINGH BAHADUR POLYTECHNIC COLLEGE, FATEHGARH SAHEB"
22750,ST7490,District Insitute of Education and Training,ST7490,DISTRICT INSTITUTE OF EDUCATION AND TRAINING AMRITSAR
22751,C9702,"Govt. Sant Rameshwar Gahira Guru Ji College,Bagicha",C9702,"Govt. Sant Ramhwar Gahira Guru ji College, Bagicha"
22752,ST12902,RSK School Of Nursing,ST12902,"RSK SCHOOL OF NURSING, TRICHY"
22753,C53884,Soft Plus Computers Center,C53884,SOFT PLUS COMPUTERS CENTER
22754,ST2407,Baba Hira Singh Bhattal Institute of Engineering And Technology,ST2407,"BABA HIRA SINGH BHATHAL INSTITUTE OF ENGINEERING & TECHNOLOGY (POLYTECHNIC WING), LEHRAGAGA"
22755,C9704,Kalidas College,C9704,"Govt. Kalidas College, Pratappur"
22756,ST7491,"DIET Deon, Bathinda",ST7491,DISTRICT INSTITUTE OF EDUCATION AND TRAINING BATHINDA
22757,C53761,S S G College,C53761,"S.S.G. COLLEGE,596 M. MAUHAR"
22758,ST2408,Baba Isher Singh Polytechnic College,ST2408,"BABA ISHAR SINGH POLYTECHNIC, KOT-ISE-KHAN"
22759,C53887,Dalal Institute of IT & Management,C53887,Dalal Institute of IT and Management 
22760,C9705,Gurukul College,C9705,"Gurukul Art/Comms & Science College, Pathalgaon"
22761,C53762,Uday Pratap Singh Mahavidyalaya,C53762,UDAI PRATAP SINGH MAHAVIDYALAYA
22762,C9707,"Govt. Ram Bhajan Rai New Education Society P.G. College, Jashpur Nagar",C9707,"Govt. Ram Bhajhan Rai N.E.S. P.G. College, Jashpur Nagar"
22763,ST2409,BANKEY BIHARI POLYTECHNIC COLLEGE,ST2409,"BANKEY BIHARI POLYTECHNIC COLLEGE, FAZILKA"
22764,C971,S. V Patel Gardi B.Ed. College,C971,"MS. S.V.PATEL (GARDI) B.ED. COLLEGE, NYARA-RAJKOT"
22765,C9710,Saint Harkewal Shiksha Mahavidyalaya,C9710,"Sant Harkewal  Siksha  Mahavidyalaya, Ambikapur"
22766,ST2410,Barnala Polytechnic College,ST2410,BARNALA POLYTECHNIC BARNALA DHANAULA ROAD
22767,C53891,Raisen Institute Of Computer Studies,C53891,RAISEN INSTITUTE OF COMPUTER STUDIES SULTANPUR  MP 
22768,C9711,Govt. Ramanuj Pratap Singhdev P. G. College,C9711,"Govt. Ramanuj Pratap Sing Dev College, Baikunthpur"
22769,ST2411,Beant College of Engineering & Technology (Polytechnic Wing),ST2411,"BEANT COLLEGE OF ENGINEERING & TECHNOLOGY(POLYTECHNIC WING), GURDASPUR"
22770,ST2412,Global Polytechnic College,ST2412,"GLOBAL POLYTECHNIC COLLEGE, PATIALA"
22771,C9714,Neotech Technical And Management College,C9714,"Neotech Technical & Management College, Ambikapur"
22772,ST2413,Bhai Gurdas Institute of Engineering and Technology,ST2413,"BHAI GURDAS POLYTECHNIC, SANGRUR"
22773,ST7495,Diet Jagraon,ST7495,DISTRICT INSTITUTE OF EDUCATION AND TRAINING JAGRAON
22774,ST12906,Vikram School and College of Nursing,ST12906,"VIKRAM SCHOOL OF NURSING, MADURAI"
22775,ST2414,B.M.S Polytechnic College,ST2414,"BHAI MANI SINGH POLYTECHNIC COLLEGE, BATHINDA"
22776,ST7496,Disst Institution Of Education & Training,ST7496,DISTRICT INSTITUTE OF EDUCATION AND TRAINING JALANDHAR
22777,C53895,Vaibhav Computer & Management Education,C53895,vaibhav computer and management education
22778,C9719,Pt. Rewati Raman Mishra Govt. College,C9719,"Govt.Revti Raman Mishra College, Surajpur"
22779,ST2415,Bhutta Polytechnic College,ST2415,BHUTTA POLYTECHNIC COLLEGE
22780,C53896,J J INSTITUTE OF COMPUTER EDUCATION,C53896,J. J. INSTITUTE OF COMPUTER EDUCATION
22781,C53772,Ascent Computer Education,C53772,ASCENT COMPUTER INSTITUTE
22782,ST2417,Brahm Kamal Polytechnic College,ST2417,"BRAHM KAMAL POLYTECHNIC COLLEGE, HOSHIARPUR"
22783,C53897,Mandsaur infotech,C53897,Mandsaur Infotech
22784,ST2419,Ct Polytechnic College,ST2419,"C T POLYTECHNIC, JALANDHAR"
22785,C53773,NEA Computer Center Harda,C53773,NEA COMPUTER CENTER HARDA
22786,ST7498,District Institute Of Education & Training Moga,ST7498,DISTRICT INSTITUTE OF EDUCATION AND TRAINING MOGA
22787,ST2420,Central Institute Of Hand Tools,ST2420,"CENTRAL INSTITUTE OF HAND TOOLS, JALANDHAR"
22788,C53777,Uma Nath Singh Vidhi Mahavidyalaya,C53777,"Umanath Singh Vidhi Mahavidyalay, Fareedpur, Jaunpur"
22789,ST2421,Central Tool Room,ST2421,"CENTRAL TOOL ROOM, LUDHIANA"
22790,C9723,Govt. College Bhaiyathan,C9723,"Govt. Navin College, Bhaiyathan"
22791,ST2422,Chandigarh Polytechnic College,ST2422,"CHANDIGARH POLYTECHNIC COLLEGE, MOHALI"
22792,C53780,Arihant Institute Private Limited,C53780,ARIHANT INSTITUTE OF COMPUTERS AND INFORMATION TECHNOLOGY
22793,C9724,Govt. Rajmohini Devi Girls PG College,C9724,"Govt.  Rajmohni Devi Girls College,  Ambikapur"
22794,ST2424,Desh Bhagat Polytechnic College,ST2424,"DESH BHAGAT POLYTECHNIC INSTITUTE BARDHWAL, DHURI"
22795,C9725,Thakur shobha Singh Govt. college Pathalgaon,C9725,"Thakur Shobha Singh Govt College, Pathalgaon"
22796,ST2426,Doaba Polytechnic College,ST2426,"DOABA POLYTECHNIC RAIPUR, NAWANSHEHAR"
22797,ST2427,"Doaba Group Of Colleges, Campus 3 Rahon",ST2427,"DOABA POLYTECHNIC COLEGE RAHON, NAWANSHEHAR"
22798,ST1291,Government Polytechnic Karkala,ST1291,GOVERNMENT WOMENS POLYTECHNIC KARKALA UDUPI DISTRICT
22799,ST2428,Dr IT College of Polytechnic,ST2428,"DR. IT POLYTECHNIC COLLEGE, PATIALA"
22800,C53907,Institute of Sports Science & Technology (ISST),C53907,Institute of Technology Science AND Sports
22801,C53782,Moti Lal Nehru College,C53782,MOTI LAL MAHAVIDYALAYA
22802,C53910,Unique Computers,C53910,UNIQUE COMPUTERS
22803,C9729,Loyola College Kunkuri,C9729,"Loyola.College,  Kunkuri"
22804,ST12911,Government Kasturba Gandhi Hospital for Women and Children,ST12911,"SCHOOL OF NURSING, KASTURBA HOSPITAL, CHENNAI"
22805,ST2429,G.E.S. Polytechnic College,ST2429,"G.E.S. POLYTECHNIC COLLEGE, HOSHIARPUR"
22806,ST2430,GGS Polytechnic,ST2430,"G.G.S POLYTECHNIC, MOHALI"
22807,C53783,Chaudhary Niyaz Muhammad Degree College,C53783,Chaudhary  Niyaz Muhammad Degree College 
22808,ST2433,"Government Institute of Garment Technology, Amritsar",ST2433,"GOVERNMENT INSTITUTE OF GARMENT TECHNOLOGY, AMRITSAR"
22809,C53914,Rajiv Gandhi Computer Collage,C53914,rajiv gandhi institute of computer and excellence shahdol
22810,ST12912,Coimbatore Medical College,ST12912,"SCHOOL OF NURSING, COIMBATORE MEDICAL COLLEGE & HOSPITAL, COIMBATORE"
22811,C53787,Pt.Ramakant Shukla Mahavidyalaya,C53787,PT. RAMAKANT SHUKLA MAHAVIDYALAYA
22812,ST2434,Govt. Institute of Textile Chemistry & Knitting Technology,ST2434,"GOVERNMENT INSTITUTE OF TEXTILE CHEMISTRY AND KNITTING TECHNOLOGY, LUDHIANA"
22813,C53790,Softline Centre of IT,C53790,softline centre of it
22814,C53918,Cornell Institute of Business & Technology,C53918,Cornell Institute
22815,C9730,saraswati mahavidyalaya,C9730,"Sarawati College, Subhash Nagar, Ambikapur"
22816,ST2435,Government Polytechnic College,ST2435,"GOVERNMENT POLYTECHNIC, AMRITSAR"
22817,C53919,SARASWATI COMPUTER EDUCATION,C53919,SARASWATI COMPUTER EDUCATION CENTER
22818,ST2436,"Government Polytechnic College,Batala",ST2436,"GOVERNMENT POLYTECHNIC, BATALA"
22819,C9731,Govt. Vivekananda Post Graduate College,C9731,"Govt. Vivakanand P.G. College, Manendragarh"
22820,ST12916,KHK Nursing School,ST12916,"K H K SCHOOL OF NURSING, SANA STREET, SRIKAKULAM"
22821,ST2437,Government Polytechnic college Bathinda,ST2437,"GOVERNMENT POLYTECHNIC, BATHINDA"
22822,C53796,College Of Vocational Studies,C53796,awadh institute
22823,ST1292,Govt Womens Polytechnic Shiralakoppa,ST1292,GOVERNMENT WOMENS POLYTECHNIC SHIRALAKOPPA SHIKA
22824,C53922,Academy of Professional in Information Technology,C53922,PROFESSIONAL ACADEMY OF COMPUTERS and  TECHNOLOGY 
22825,ST2438,Govt. Polytechnic College,ST2438,"GOVERNMENT POLYTECHNIC, BHIKHIWIND"
22826,C53923,Gyan computer academy,C53923,GYAN COMPUTER ACADEMY
22827,ST2439,Govt.Polytechnic College,ST2439,"GOVERNMENT POLYTECHNIC, FEROZEPUR"
22828,ST12926,Padmavathi School Of Nursing,ST12926,"PADMAVATHI SCHOOL OF NURSING, MADHAVADARA, VISAKHAPATNAM"
22829,ST12927,Prema School Of Nursing,ST12927,"PREMA SCHOOL OF NURSING, MAHARANIPET, VISAKHAPATNAM"
22830,ST2440,Mai Bhago Government Polytechnic College For Girls,ST2440,"MAI BHAGO GOVERNMENT POLYTECHNIC COLLEGE FOR GIRLS, AMRITSAR"
22831,C9736,Lahiri College,C9736,"Govt. Lahidi College, Chirmiri"
22832,C538,Sutex Bank College of Computer Applications & Science,C538,Sutex Bank College of Computer Applications & Science and M. G. Shah Institute of Graduation of Medical Technology College
22833,ST2441,Govt Polytechnic College For Girls,ST2441,GOVERNMENT POLYTECHNIC FOR WOMEN. DINANAGAR
22834,C53800,Bhopal Computers Academy,C53800,BHOPAL COMPUTER ACADEMY
22835,C53927,Khandwa Institute (KIPS),C53927,KHANDWA INSTITUTE OF PROFESSIONAL STUDIES KHANDWA
22836,ST2442,Govt Polytechnic College For Women,ST2442,"GOVERNMENT POLYTECHNIC FOR WOMEN, JALANDHAR"
22837,C9738,Govt.V.B.S. Deo Girls College,C9738,"Govt. Vijay Bhushan Sighdeo Girls College, Jashpur Nagar"
22838,ST2444,Govt. Polytechnic College For Girls,ST2444,"GOVERNMENT POLYTECHNIC FOR WOMEN, PATIALA"
22839,C9739,Government College Silphili,C9739,"Govt. College, Silphili"
22840,ST1293,Government Polytechnic Athani,ST1293,GOVT. POLYTECHNIC ATHANI
22841,C53928,Rajeev Gandhi Institute Of Computer Technology,C53928,RAJEEV GANDHI INSTITUTE OF COMPUTER TECHNOLOGY BEOHARI
22842,C974,Parangat College Halvad,C974,"PARANGAT B.ED. COLLEGE, HALVAD"
22843,ST12932,MSR SCHOOL OF NURSING,ST12932,"M S R SCHOOL OF NURSING, MAHARANI PET, VISAKHAPATNAM"
22844,C9740,KR Technical College,C9740,"K.R.Technical College, Ambikapur"
22845,ST2448,Govt Polytechnic College Khunimajara Mohali,ST2448,"GOVERNMENT POLYTECHNIC, KHUNIMAJRA"
22846,ST2449,Govt. Tanning Institute,ST2449,"GOVERNMENT TANNING INSTITUTE, JALANDHAR"
22847,C53931,Agrabhan Institute Of Excellence,C53931,AGRABHAN INSTITUTE OF EXCELLENCE
22848,ST12935,Bethany School of Nursing,ST12935,"BETHANY SCHOOL OF NURSING, P.M. PALEM, VISAKHAPATNAM"
22849,C53810,Capital Academy,C53810,CAPITAL ACADEMY
22850,ST245,SIES College of Management Studies (SIESCOMS),ST245,S.I.E.S. COLLEGE OF MANAGEMENT STUDIES
22851,ST12939,amg.dr.satyavedam school of nursing,ST12939,"AMG SATYAVEDAM SCHOOL OF NURSING, SEETHAMMADHARA, VISAKHAPATNAM"
22852,ST2450,Guru Arjan Dev Polytechnic,ST2450,"GURU ARJAN DEV POLYTECHNIC, LUDHIANA"
22853,C9746,Govt. Rajmohini Devi Girls PG College,C9746,"Rajiv Gandhi Govt.  P.G. College,  Ambikapur"
22854,C53935,UNIVERSAL INSTITUTE OF EXCELLENCE,C53935,UNIVERSAL INSTITUTE OF EXCELLENCE SHAHDOL
22855,ST2452,Guru Nanak Dev Polytechnic College,ST2452,GURU NANAK DEV POLYTECHNIC LUDHIANA.
22856,ST1294,Govt Polytechnic.,ST1294,GOVT. POLYTECHNIC CHANNASANDRA
22857,C53816,Ashi Institute Of Computer Education,C53816,ASHI INSTITUTE OF COMPUTER EDUCATION
22858,ST2454,Guru Ram Dass Institute of Engineering & Technology,ST2454,"GURU RAMDASS POLYTECHNIC COLLEGE, BATHINDA"
22859,C9749,Govt Navin College,C9749,"Govt. Navin College, Sargaon"
22860,ST2455,Guru Teg Bahadur Khalsa Institute Of Engineering & Technology,ST2455,"GURU TEG BAHADUR KHALSA POLYTECHNIC, CHHAPIANWALI"
22861,C53941,J K Institute Of Information Technology,C53941,J K INSTITUTE OF INFORMATION TECHNOLOGY
22862,ST246,Sai Balaji International Institute of Management Sciences,ST246,SAIBALAJI INTERNATIONAL INTSTITUTE OF MANAGEMENT SCIENCES
22863,C53821,Arts and Commerce Degree College,C53821,C-587 CES BASAVESHWARA ARTS AND COMMERCE DEGREE COLLEGE YADGIR
22864,ST12946,Government General Hospital,ST12946,"GOVERNMENT GENERAL HOSPITAL, KAKINADA, EAST GODAVARI"
22865,ST2460,Hi-Tech Polytechnic College,ST2460,"HI-TECH POLYTECHNIC COLLEGE, BATHINDA"
22866,C53823,Creative Computer Academy,C53823,creative computer academy
22867,ST2461,Jasdev Singh Sandhu Polytechnic,ST2461,"JASDEV SINGH SANDHU POLYTECHNIC COLLEGE, PATIALA"
22868,ST1295,Govt Womens Polytechnic,ST1295,GOVT. POLYTECHNIC FOR WOMEN HASSAN
22869,ST2462,Jiwan Jyoti Polytechnic College,ST2462,JIWAN JYOTI POLYTECHNIC COLLEGE JALALABAD
22870,C53825,Sarada Institute of Science Technology and Management,C53825,SHARDA INSTITUTE OF SCIENCE TECHNOLOGY AND MANAGEMENT
22871,ST2463,KC Polytechnic College,ST2463,"K C POLYTECHNIC COLLEGE, NAWANSHEHAR"
22872,ST2465,LALA LAJPAT RAI MEMORIAL POLYTECHNIC COLLEGE,ST2465,"LALA LAJPAT RAI MEMORIAL POLYTECHNIC, AJITWAL MOGA"
22873,C53949,Bright career computer center,C53949,BRIGHT CAREER COMPUTER INSTITUTE AND TECHNOLOGY LATERI
22874,ST2466,Longowal Polytechnic College,ST2466,"LONGOWAL POLYTECHNICAL & PHARMACY COLLEGE, DERABASSI"
22875,C53828,Shree Sai Computer Institute,C53828,Shree Sai Computer Institute 
22876,ST2467,Lord Krishna Polytechnic College,ST2467,"LORD KRISHNA POLYTECHNIC, KAPURTHALA"
22877,C53829,ICIT COMPUTER INSTITUTE,C53829,ICIT COMPUTER INSTITUTE
22878,C53957,CICST,C53957,CHITRAKOOT INSTITUTE OF COMPUTER SCIENCE AND TECHNOLOGY
22879,C53830,Shri Baijnath Girls Institute Of Education And Management,C53830,SRI BAIJNATH GIRLS INSTITUTE OF EDUCATION AND MANAGEMENT
22880,C53831,"Sunder Deep Group of Institution - Engineering College in Ghaziabad, India",C53831,SUNDERDEEP COLLEGE OF LAW                                                                                                                                    
22881,ST2474,Malwa Polytechnic,ST2474,MALWA POLYTECHNIC SADIQ ROAD FARIDKOT.
22882,C53832,Indo Global Colleges,C53832,Indo Global College of Management and Technology
22883,C975,"M.j.goriya Arts,commerce,B.B.A & Homescience College",C975,M.J.GORIYA ARTS & COMMERCE COLLEGE-JAMKHAMBHALIYA
22884,ST12951,Haritha Beach Resort,ST12951,"HARITHA SCHOOL OF NURSING, KAKINADA, EAST GODAVARI"
22885,ST2476,Mehr Chand Polytechnic College,ST2476,"MEHR CHAND POLYTECHNIC, JALANDHAR"
22886,C9750,Govt. College Balrampur,C9750,"Govt. Navin College, Balrampur"
22887,C53834,Khalsa Institute Of Management & Technology For Women,C53834,Khalsa College of Management And Technology
22888,ST2479,Nancy Polytechnic College,ST2479,"NANCY POLYTECHNIC COLLELGE, PATIALA"
22889,C53835,SRI GURU HARKRISHAN COLLEGE OF MANAGEMENT & TECHNOLOGY,C53835,Punjab Institute of Technology Guru Teg Bahadurgarh 
22890,C9752,Government College Bishrampur,C9752,"Govt. Navin College, Vishrampur"
22891,ST248,Shantiniketan Business School,ST248,SHANTINIKETAN BUSINESS SCHOOL
22892,C53966,Nice Computer Education,C53966,NICE COMPUTER EDUCATION
22893,C9753,Government Larang Sai Leading College,C9753,"Govt. Larang Sai College, Ramanujganj"
22894,ST2480,Government Polytechnic college Bathinda,ST2480,"NEW PUNJAB POLYTECHNIC COLLEGE, BATHINDA"
22895,C53967,Devi Ahilya Computer,C53967,DEVI AHILYA COMPUTER
22896,ST2481,Pannu Polytechnic College,ST2481,"PANNU POLYTECHNIC COLLEGE, GURDASPUR"
22897,C9755,Shri Sai Baba Aadarsh Mahavidyalaya,C9755,"Sai Baba Adarsh Mahavidyalaya , Digma Ambikapur"
22898,C53839,Sai College of Law,C53839,SAI LAW COLLEGE
22899,ST2482,Pathankot Polytechnic College,ST2482,"PATHANKOT POLYTEHNIC COLLEGE, PATHANKOT"
22900,C9758,govt.naveen college tapkara,C9758,"Govt. College, Tapkara"
22901,C53970,SAFFRONY INSTITUTE OF TECHNOLOGY,C53970,KESAR INSTITUTE OF TECHNOLOGY
22902,ST2484,Patiala Polytechnic College,ST2484,"PATIALA POLYTECHNIC COLLEGE, PATIALA"
22903,C9759,"Non Govt. Margdarshan Sanshthan, Baikunthpur",C9759,"Non Govt. Margdarshan Sanshthan, Baikunthpur"
22904,ST12965,Konaseema Inst. of Medical Sciences Research Foundation,ST12965,"KONASEEMA SCHOOL OF NURSING, AMMALAPURAM, EAST GODAVARI"
22905,ST2486,Pandit Jagat Ram Government Polytechnic College,ST2486,"PT. J R GOVERNMENT POLYTECHNIC COLLEGE, HOSHIARPUR"
22906,ST2487,Punjab Institute of Technical Education,ST2487,"PUNJAB INSTITUTE OF TECHNICAL EDUCATION, FATEHGARH SAHIB"
22907,C9760,Aricent College,C9760,"Ariecent College, Raigarh"
22908,ST2488,Punjab Institute Of Textile Technology,ST2488,"PUNJAB INSTITUTE OF TEXTILE TECHNOLOGY, AMRITSAR"
22909,C53975,Babu Chandrika Prasad Mahila Mahavidyalaya,C53975,"BABU RADHYSHYAM GUPTA COLLEGE,FATEHPUR"
22910,C9763,Ayush College of Education,C9763,"Ayush College of Education, Marvahi, Village Lohari"
22911,ST2489,Punjab Multipurpose Institute of Nursing,ST2489,"PUNJAB MULTIPURPOSE INSTITUTE SHAINA, BARNALA"
22912,ST1297,H.K.E.'s Women's Polytechnic,ST1297,H K E S WOMENS POLYTECHNIC GULBARGA
22913,C53844,Chanakya Mahavidyalaya,C53844,Chanakya Mahavidyalaya
22914,C9764,Rural Dental College,C9764,"Rural Dental College, Loni"
22915,ST2491,Punjab College of Education,ST2491,"PUNJAB POLYTECHNIC COLLEGE, PATIALA"
22916,C53845,Gayathri Degree College,C53845,"Gayathri Degree College,Jammikunta"
22917,ST12970,KIMS Nursing College,ST12970,"KIMS SCHOOL OF NURSING, AMALAPURAM, EAST GODAVARI"
22918,ST2492,R & D Centre For Bicycle & Sewing,ST2492,"R & D CENTRE FOR BICYCLE AND SEWING MACHINE, LUDHIANA"
22919,C9767,"Rural Medical College, Loni",C9767,"Rural Medical College, Loni"
22920,ST2493,Radiance Polytechnic,ST2493,"RADIANCE POLYTECHNIC COLLEGE, TARAN TARAN"
22921,ST2494,Ramgarhia Polytechnic College,ST2494,"RAMGARHIA POLYTECHNIC, PHAGWARA"
22922,ST12971,SAI COLLEGE OF PHYSIOTHERAPY/NURSING,ST12971,"SAI SCHOOL OF NURSING, RAJAHMUNDARY, EAST GODAVARI"
22923,C9769,"Center for Biotechnology, Loni",C9769,"Center for Biotechnology, Loni"
22924,ST2495,Rayat Polytechnic College,ST2495,RAYAT POLYTECHNIC VILL RAILMAJRA NEAR ROPAR
22925,C977,"M. J. Kundaliya Arts, Commerce & Computer Science Mahila College",C977,MINABEN KUNDALIYA MAHILA ARTS COMM. COLLEGE-RAJKOT
22926,ST2496,REGIONAL GROUP OF COLLEGES,ST2496,"REGIONAL POLYTECHNIC COLLEGE, BATHINDA"
22927,C9770,Center for Social Medicine,C9770,"Center for Social Medicine, Loni"
22928,ST2497,RIMT Polytechnic,ST2497,"RIMT POLYTECHNIC, FATEHGARH SAHIB"
22929,C53979,"Ambedkar Institute of Technology, Delhi",C53979,"AMBEDKAR INSTITUTE OF TECHNOLOGY, SHAKARPUR (OPP MADHUBAN) "
22930,C53851,SDP institute of technology and computer,C53851,SDP INSTITUTE OF TECHNOLOGY AND COMPUTER BHOPAL
22931,C9771,Shantivardhak B.Ed College,C9771,B276 Shantivardhak College of Education Bidar
22932,ST2499,"S. R. S. GOVT. POLYTECHNIC COLLEGE FOR GIRLS, LUDHIANA",ST2499,"S. R. S. GOVT. POLYTECHNIC COLLEGE FOR GIRLS, LUDHIANA"
22933,ST2500,Sukhjinder Group Of Institutes Gurudaspur,ST2500,"S. SUKHJINDER SINGH POLYTECHNIC & PHARMACY COLLEGE, GURDASPUR"
22934,C9772,Sri Sanjeev MSW College Lingasugur,C9772,D513 Sri Sanjeev MSW College Lingasur
22935,ST12974,Janapriya School,ST12974,"JANAPRIYA SCHOOL OF NURSING, KAKINADA, EAST GODAVARI"
22936,C9775,Raja Lakhamgouda Law College,C9775,"Raja Lakhamgouda Law College, Belgaum"
22937,ST2502,Sai Polytechnic College,ST2502,"SAI POLYTECHNIC, PATHANKOT"
22938,C53857,"Institute of Engineering & Science, IPS Academy",C53857,IPS ACADEMY
22939,ST2503,Sai Polytechnic College,ST2503,"SAI POLYTECHNIC COLLEGE, AMRITSAR"
22940,C9776,Sri Jagadguru Renukacharya College of Law,C9776,"Shri Jagadguru Renukacharya College of Law, Bangalore"
22941,C9778,KN Nagegowda Law College,C9778,"K.N. Nagegowda College of Law, Malavalli"
22942,ST2504,Saint Kabir Polytechnic College,ST2504,"SAINT KABIR POLYTECHNIC, FAZILKA"
22943,C53986,Gandhi Mahavidyalaya,C53986,GANDHI MAHAVIDYALAYA
22944,C53860,BHAVANI COMPUTER EDUCATION CENTRE,C53860,BHAVANI COMPUTER EDUCATION CENTER
22945,C9779,Arunodaya College,C9779,"Arunodaya Institute of Legal Studies, Bangalore"
22946,ST2506,St. Soldier Institute of Pharmacy,ST2506,"SANT SOLDIER POLYTECHNIC & PHARMACY COLLEGE, JALANDHAR"
22947,C978,Shri U.N. Mehta Arts College,C978,U.N.MEHTA ARTS COLLEGE-MORBI
